,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
69,A*STAR RESEARCH ENTITIES,Senior Research Engineer (Situational Awareness Analytics)  /  I2R (A*STAR),Central,Full Time,Executive,Logistics / Supply Chain,,"$4,500 ","$9,000 ",Monthly,/job/511af40bc8dccd30a0fa987d3330669e,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg Successful candidate will take on the following roles:  Implementation of computer vision and pattern recognition system for detection, tracking, and analysis Development of visualization system Interest in deep learning/machine learning is an asset Development on Windows/Linux platforms "," Minimum Bachelor Degree in Computer Science, mathematics, Electrical Engineering, Computer Engineering or related fields Possess good practical experience in using deep learning and goodåÊknowledgeåÊof current developments Proficient in C/C++/C##, Matlab and Cuda Candidate with development experience on multiple GPU platform is highly desired  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
70,A*STAR RESEARCH ENTITIES,Research Engineer (Human Language Technologies)  / I2R (A*STAR),East,Permanent,Executive,Marketing / Public Relations  ...,,"$2,500 ","$5,000 ",Monthly,/job/d63e7d223f5ca1e71a61f6050bcffc85,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg Voice Analysis and Synthesis lab in the Human Language Technology department develops high quality text to speech (TTS) software for use in advanced human computer interfaces. The goal is to make the synthesized voice as natural as human voice. The ideal candidate is deeply passionate about challenges in advanced technology and is a constant learner. The tasks of this role include the following:  Continuous development of high quality real time speech synthesis SDK Translating new advanced machine learning and signal processing algorithms into deployable software Design and development of new speech applicants "," Minimum Bachelor's degree in computer science or related field such as mathematics, engineering Minimum 2 years in experience in software development Knowledge of C or C++ Knowledge of scripting language like Python Experience in at least one object-oriented programming langugage such as Java C++ or C# Understanding of fundamentals of algorithm design, problem solving, complexity analysis and data structures  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
71,A*STAR RESEARCH ENTITIES,Scientist (Human Language Technologies)  /  I2R (A*STAR),East,Permanent,Executive,Marketing / Public Relations  ...,,"$4,500 ","$9,000 ",Monthly,/job/424503cfa9025addf70dc43efd3aee0c,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg Human Language Technology Department consists of four labs, namely Automatic Speech Recognition lab, Machine Translation Lab, Voice Analysis and Synthesis lab and Dialogue Technology lab. Machine Learning and Digital Signal Processing are the core capabilities cutting across all labs. The candidate will work on developing novel deep learning algorithms, such as semi-supervised learning and multi-tasking learning, with applications in analysis and classification of speech signals.The candidate willåÊbe responsible for the design, development and testing of machine learning componentsåÊand also engage in all aspects of research activities (e.g., writing proposals, conducting novel research, presenting and publishing your research results).  The research and development tasks include:  Research, development and implementation of next generation of algorithms for classification of speech signals Training and adaptation of acoustic models for a multitude of languages Design and development ofåÊ new speech applications Adapt speech resources for certain customers‰Ûª requirements Participate in international benchmarking competitions ","  PhD in Computer Science, Computer Engineering, Electronic Engineering, Circuit and System or related fields    åÊPossess minimum one year of relevant experience in the following areas (Deep learning, ensemble learning, classification, signal processing and machine learning)   Excellent programming skills C/C++, Python, and/or matlab and familiar with machine learning and their implementation   Good interpersonal, presentation and communication skills   Ability to work independently, as well as team player in a multi-cultural team environmentåÊåÊåÊ   The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
72,A*STAR RESEARCH ENTITIES,Scientist (Human Language Technologies)  /  I2R (A*STAR),South,Contract ...,Manager,Sciences / Laboratory / R&D,,"$4,500 ","$9,000 ",Monthly,/job/4620aaa357afd73e0c2e4dec54c83c5d,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R)  The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about Iå_R, please visit www.i2r.a-star.edu.sg åÊ We seek a candidate who combines research and implementation skills, motivated by the transfer of natural language processing technologies into research projects and real world applications through the development of prototypes meant to solve real needs. The selected candidate should be familiar with and have experience in problems related to natural language understanding, information retrieval, question answering and dialogue, as well as with state-of-the-art methods and approached to tackle these problems and the available tools commonly used for implementation purposes.åÊ åÊ"," PhD in Computer Science, Computer Engineering, Information Technology or related areas. A minimum of 2 years experience is required. Proficiency in at least one programming language (Python/C++/Java) Experience with Deep Neutral Network approaches and platforms (Tensorflow/Pytorch/CNTK) Knowledge of Machine Learning and Natural Language Processing theory and applications Team spirit and problem solving abilityåÊ Excellent verbal and written communication skillsåÊ Good track of scientific publications in International Journals and Peer-review ConferencesåÊ  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
73,KS CONSULTING PTE. LTD.,HR Support 1 year contract role,South,Contract ...,Manager,Sciences / Laboratory / R&D,,"$2,000 ","$3,500 ",Monthly,/job/2962ffccaf78d6a7fc79c755393df5b4,17-Apr-18,17-May-18,"Administration  Support Singapore HR colleagues on day to day administrative tasks Coordinate and assist in logistics for Wellness and Philanthropic events Prepare cheque requests for outplacement, placement, membership and event fees BU admin for HR - ENC / other expense claims / MER Administration support for HR Head Reservation of rooms and flights logistics  åÊ Recruitment support   Campus onsite event support   Working closely with campus recruitment team and schools to plan internship program and coordination of the logistics and interview sessions Oversee and maintain Singapore Workforce Development Agency Jobsbank åÊto post positions, manage candidates and maintain all recruitment data Partner with HR Business Partners on preparing offer letters and all on-boarding /off-boarding, transfer activities (i.e. pre hire screening, follow-up on paperwork, new hire orientation, exit interviews, etc)  åÊ Coordination on government related grants / other ad-hoc payments  Responsible for the whole process of maternity/childcare/paternity, military leave grants from government and updating of leave dates onto Workday system Tracking of referral payments and entering into Workday Liaise with Emigra regarding employees‰Ûª employment and dependent pass applications Assist in the completion of Singapore citizenship / PR application forms  åÊ Ad-hoc  Work with HR colleagues to identify new opportunities to add value to the organization; assist HR colleagues with projects, e.g. Firm Value Awards, when required Provide logistical support for internal employee events  Analysis and Coordination of data for surveys / other divisional requests","Must be a self-starter, strong team player; and possess strong organizational and time management skills Strong communications skills with the ability alter this style according to audience Strong ability to multi-task and handle working in a fast-paced environment Attention to detail MS office (Excel, Word, Powerpoint) Minimum of Diploma - Preferably in HR related courses"
74,YARA ASIA PTE. LTD.,Senior Designer,Central,Permanent,Senior Executive,Information Technology,Government support available,"$5,000 ","$12,000 ",Monthly,/job/72c24d4e93d680bc1c65469374974f8a,17-Apr-18,17-May-18,"About the unit Yara is one of the world‰Ûªs leading manufacturers of fertilizers and plant nutrition solutions. Our mission is to feed the world a responsible and sustainable way. Digital Farming is a newly established global unit created in Yara Crop Nutrition with locations in Europe, Brazil, Singapore, and North America, building new digital business models and identifying new digital products, enhance customer interaction and achieve digitally enabled functional excellence, with the aspiration to shape Yara as the digital leader in crop nutrition. We build solutions for farmers, construct hardware and sensors, crunch satellite data, apply artificial intelligence, and turn research results into solutions. Our teams is made of designers, software engineers, hardware developers, data scientists, solution managers and product owners. Smallholder Market Digital Solutions There are more than 500 million smallholder farms globally with at least 2 billion people depending on them for their livelihoods. In many of these segments, agricultural productivity is up to 10 times less than developed markets. The smallholder focused solutions teams have the exciting challenge to develop digital solutions with the focus on increasing productivity through optimal crop nutrition and knowledge transfer. Main purpose: The Senior UI Designer ensures that the digital solutions‰Ûª user interfaces (e.g. screens, pages, etc) conform with the expected interactions and visual aesthetics designed by the UX Design team. The Senior UI Designer is a key part of the software development team working with rapid prototyping, building products, platforms and user-centric services that solve the needs of smallholder farmers around the world. Organizational Setting The Senior UI Designer is a member of his/her solution team and reports to the functional lead in Digital Factory Asia. Responsibilities  Collaborate with the rest of the software development team to define and implement the vision for visuals and user experience Create graphic and video media for the digital solutions as well as for other deliverable created by the team Conceptualize original ideas from high level input Able to create wire-frames, storyboards, flow diagrams, etc to effectively communicate interaction and design Establish and promote design guidelines, best practices and standards The Senior UI Designer will work across several solutions. Thus, she or he must ensure there is as much synergy as possible between the different assets created Ensure architectures and designs are well understood and ultimately secures buy-in by all relevant team members Serve as guidance and motivation to other less Senior Team members Stay up to date with relevant industry and technology trends "," University degree in a relevant academic discipline You have 4 years or more as a Senior UI Designer or similar role Available portfolio to showcase experience for web and mobile solutions The ideal candidate must be able to provide options in different styles in her or his visual concepts Solid experience in creating wire-frames, storyboards, flow charts, etc. Proficient in Photoshop, Illustrator, or other visual design and UI tools Artistic yet pragmatic eye for design and visual con Ability to produce video content is ideal Proficient åÊin HTML5, CSS, and JavaScript for rapid prototyping Excellent visual design skills with sensitivity to user-system interaction Effective communicator of visual concepts to both technical and non technical resources Able to work with various - and potentially conflicting - inputs from all stakeholders Able to conduct user testing of the solutions Proven success in defining and evolving visual concepts and design of agile software solutions with focus on mobile driven solutions Strong understanding of copyright and licensing and ability to assess when reusing concepts is legally acceptable Experience working in a fast-paced, digital, agile development environment by producing initial concepts, mock-ups, sketches, prototypes as well as final products You like to actively participate in an agile setup to develop software in a team and you value pragmatic approaches, discussions, and knowledge sharing Ideally, you have more than one year of experience in working in a startup environment on site as team member You have 3 years of more experience with modern, large scale software projects Passion to make a difference through connecting with millions of users. Understanding of low LSM users, agriculture and mobile technologies is highly advantageous International experience advantageous (e.g., living / working in foreign country, working in highly international and cross-cultural environment) preferred Excellent knowledge of written and spoken English "
75,SCHENKER GLOBAL MANAGEMENT & SERVICES PTE. LTD.,Project Manager,Central,Permanent,Senior Executive,Information Technology,Government support available,"$9,000 ","$10,000 ",Monthly,/job/2b59493289b8d29eb276ae019b4584fe,17-Apr-18,17-May-18," Lead multiple large-scale operational solutions design projects simultaneously with focus on Consumer / Retail VM Lead and execute analysis of customer Request for Proposals/Request for Quotations (RFP/RFQ) information and data including identifying critical gaps and developing effective assumptions where required Lead and execute operational design for new business including data needs assessment and collection, facility layout, process design, staff planning, equipment planning and specification, budgeting, assumption documentation and proposal development Execute costs calculations and pricing through the entire proposal process Lead interface between internal functional groups throughout new business proposals ensuring effective communication and awareness across all internal and external stakeholders Lead direct interface with customers through all phases of solution design and, as needed, implementation planning Develop and lead customer presentations demonstrating solution approach as well as company capabilities and participate in contract and/or financial negotiations Keep abreast of relevant supply chain industry information, handling and storage equipment innovations, supply chain technology and operational best practice to drive innovations and shares relevant information with members of Solution Design & Tender management Team Ensure full compliance to DB Schenkerå«s standard processes at all times Keep abreast of current DB Schenker customer base and operating solutions or use in developing new operating solutions. "," Strong analytical skills Excellent communication, presentation and negotiation skills Ability to communicate with all levels of the organization and to build strong rapport and credibility both internally and externally Strong leadership skills Strong organizational skills and ability to prioritize multiple tasks Goal oriented working style with an ability to work under pressure in a fast-paced, deadline driven environment Fluent in English Understands the company's competitive strengths. Effectively considers appropriate external factors (relating to consumers, customers, competitors etc.) in developing solutions and proposal responses Excellent computer software skills in particular Microsoft Excel, Word and PowerPoint "
76,NANYANG TECHNOLOGICAL UNIVERSITY,Executive / Senior Executive (1800004G),East,Permanent,Manager,Marketing / Public Relations  ...,,,,,/job/a7c55c354ce0a0f81054bf9f1f888c96,17-Apr-18,17-May-18,"Key Responsibilities: 1.åÊåÊ åÊTo provide day-to-day administrative support to senior officer, mainly in the following areas: (a)åÊåÊ åÊGraduate Course Registration: Register courses for incoming Exchange students, maintain course registration information and access, communicate course registration schedule to Schools and students, manage online systems and role-based email, attend to enquiries on course registration, transfer and update course registration records, liaise with Schools on appeals, and support review of course registration process. (b)åÊåÊ åÊGraduate Candidature: Process online applications for Leave of Absence and Withdrawal of Candidature, manage online application systems, ensure compliance to University policies and procedures, support officer in submitting cases for approval, monitor and follow up with Schools on student status, issue application outcome to students, and ensure prompt and accurate maintenance of student records.åÊ (c)åÊåÊ åÊCredit Transfer and Course Exemption: Handle applications and highlight cases not in line with policy and procedure, support officer in submitting cases for approval, maintain approved credit transfers and exemptions in student records, and ensure proper documentation of approvals and supporting documents.åÊ 2.åÊåÊ åÊSupport review and automation of processes, assist in formulating proposals for automation of workflows and functions or enhancement to existing online systems, support in establishing specifications and requirements and perform UAT for proposed automation, and to advise and guide Stakeholders on new online systems launched. 3.åÊåÊ åÊAttend to requests for graduate courses and student data, assist in generating and presenting requested data in required format, and compiling key candidature metrics for graduate students.åÊ 4.åÊåÊ åÊSupport senior officer in implementing policies and guidelines for good governance, and to assist in advising Schools on procedures and guidelines.åÊ åÊ","Requirements:åÊ ‰Û¢åÊåÊ åÊA diploma with 3 years of relevant working experience in administration, preferably in academic services in tertiary institutionåÊ ‰Û¢åÊåÊ åÊProficient in office IT applications and Microsoft Office suite of application ‰Û¢åÊåÊ åÊPossess working knowledge of database and process management ‰Û¢åÊåÊ åÊMeticulous and organisedåÊ ‰Û¢åÊåÊ åÊProactive, efficient and able to multi-task ‰Û¢åÊåÊ åÊAble to work independently with minimal supervision and with tight deadline, and know when to escalate matters ‰Û¢åÊåÊ åÊAble to collaborate and engage with people at different levels of the organization. ‰Û¢åÊåÊ åÊService-oriented mind-set ‰Û¢åÊåÊ åÊStrong verbal and written communication skills We regret that only shortlisted candidate will be notified.åÊ"
77,PRICEWATERHOUSECOOPERS LLP,Risk Assurance - GRC Assistant Associate,East,Permanent,Manager,Marketing / Public Relations  ...,,,,,/job/7d8255834169a22707fb6e3684c16a5d,17-Apr-18,17-May-18,"Our Risk Assurance team helps clients to analyse, assess and address a wide range of risks by providing insights and assurance which is invaluable in today's high-risk business environment. We also work with our clients to build trust across their digital/technology-enabled businesses and address areas such as the loss or misuse of important data, failure to react to changes in the market, implementing and reviewing systems or business processes and ensuring third-party providers are working as expected in managing and controlling their existing and future financial regulatory risk. Our service offerings include: Risk, Regulation & Compliance, Digital Trust, Data Analytics and Governance, Risk & Controls. Responsibilities: You will provide support to a team of Governance, Risk & Controls (""GRC"") professionals to deliver our services to clients in a wide range of industries (which include but are not limited to contract manufacturing, hospitality and retail management, property development, engineering and construction, logistics and supply chain solutions, medical devices and pharmaceuticals, commodities and financial services);  The above include challenging and varied assignments that cover the following different types of GRC work:  Internal Controls and SOX reviews;åÊ Grant Certification Audits; Enterprise Risk Management advisory; Sustainability Reporting; and Food Trust. ","Requirements:  Diploma in Accountancy or Business (with accounting modules/specialisation may be considered) from local Polytechnics preferred A good track record of academic achievements Strong involvement in co-curricular activities Strong leadership, interpersonal and communication skills An ability to work effectively in a fast-paced and dynamic environment A team player and keen learner  Please apply for the role at our career website atåÊhttps://www.pwc.com/sg/en/careers/poly-opportunities.html"
78,A*STAR RESEARCH ENTITIES,Scientist (NBT)  /  I2R (A*STAR),South,Contract ...,Professional,Sciences / Laboratory / R&D,,"$4,500 ","$9,000 ",Monthly,/job/2f4dae404956bd692752f8684abeed12,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R)  The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about Iå_R, please visit www.i2r.a-star.edu.sg Successful candidate will useåÊMatlab to perform analysis on brain signal, develop algorithms in Matlab by applying AI and machine learning methods, and implement developed algorithms for real world applications for industry partners. åÊ"," PhD in Computer Science or Electronics Engineering or Biomedical Engineering Candidate with research experiences in signal processing/ data mining/ machine learning preferred Proficient in programming skillsåÊ(Matlab, python etc.) Good communication skill Possess right attitude and has passion to learn new technologies  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
79,SCHENKER GLOBAL MANAGEMENT & SERVICES PTE. LTD.,Solution Design,South,Contract ...,Professional,Sciences / Laboratory / R&D,Government support available,,,,/job/af34add74822799bfe34a582e497c73c,17-Apr-18,17-May-18," Lead multiple large-scale operational solutions design projects simultaneously Lead and execute analysis of customer Request for Proposals/Request for Quotations (RFP/RFQ) information and data including identifying critical gaps and developing effective assumptions where required Lead and execute operational design for new business including data needs assessment and collection, facility layout, process design, staff planning, equipment planning and specification, budgeting, assumption documentation and proposal development Execute costs calculations and pricing through the entire proposal process Lead interface between internal functional groups throughout new business proposals ensuring effective communication and awareness across all internal and external stakeholders Lead direct interface with customers through all phases of solution design and, as needed, implementation planning Develop and lead customer presentations demonstrating solution approach as well as company capabilities and participate in contract and/or financial negotiations Keep abreast of relevant supply chain industry information, handling and storage equipment innovations, supply chain technology and operational best practice to drive innovations and shares relevant information with members of Solution Design & Tender management Team Ensure full compliance to DB Schenkerå«s standard processes at all times Keep abreast of current DB Schenker customer base and operating solutions or use in developing new operating solutions. Be responsible for ongoing education, training and development of other solution design manager positions within the DB Schenker organization   "," Strong analytical skills Excellent communication, presentation and negotiation skills Ability to communicate with all levels of the organization and to build strong rapport and credibility both internally and externally Strong leadership skills Strong organizational skills and ability to prioritize multiple tasks Goal oriented working style with an ability to work under pressure in a fast-paced, deadline driven environment Fluent in English Understands the company's competitive strengths. Effectively considers appropriate external factors (relating to consumers, customers, competitors etc.) in developing solutions and proposal responses Excellent computer software skills in particular Microsoft Excel, Word and PowerPoint "
80,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Account Assistant,West,Full Time,Fresh/entry level ...,Accounting / Auditing / Taxation,,"$1,800 ","$2,200 ",Monthly,/job/40ab1b1852027ae5dc9a568d5e3200bc,17-Apr-18,17-May-18," Data Entry /coding/scanning of supplier invoices to Genpac accounting outsource providing Preparation and verification of vendors and staffs reimbursement payments using SAP payment run, TT, chequeåÊ Data entry /recording/processing of incoming customer cash receipt invoices to Genpac accounting outsource providing Expense Claims verification and processingåÊ Accruals and prepayments of expenses Other adhoc tasks  åÊ"," GCE ‰ÛÏN‰Ûù / ‰Û÷O‰Ûª Level with accounting subject or Accounting certificate e.g LCCI , CAT , ITE certificate in accounting or Diploma in Accountancy "
81,A*STAR RESEARCH ENTITIES,Senior Research Engineer (Smart Energy and Environment Cluster) I2R / A*STAR,West,Full Time,Fresh/entry level ...,Accounting / Auditing / Taxation,,"$5,700 ","$10,200 ",Monthly,/job/a6168b159e0ee5aeb28316f8e3604568,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R)  The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about Iå_R, please visit www.i2r.a-star.edu.sg We are looking foråÊstrong and experienced firmware developer to help to deliver IoT solution for our collaborators. Successful candidates will perform firmware research, design and development for IoT systems and enable edge analytics for Advanced Manufacturing and Environment Air Quality Monitoring. The project include: 1.åÊ Environment Air Quality Monitoring: IAF-PP project: Integrated Photonics Based Gas Sensor with BOSCH, IME, NMC and NUS 2.åÊ Advanced Manufacturing: Confined Space Air Quality Monitoring System with Boeing åÊ"," Minimum Masters or Honors in Electrical & Electronics EngineeringåÊ, Computer Engineering or related fields Minimum 10 years of relevant experience Project leader Possess embedded software design and development experience  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
82,ROBERT WALTERS (SINGAPORE) PTE LTD,PMO - Financial Crime Compliance,South,Contract ...,Professional,Sciences / Laboratory / R&D,Government support available,"$7,000 ","$9,000 ",Monthly,/job/91e37f6e021ab90ac117ac4a8bb64cec,17-Apr-18,1-May-18,"A well-known global bank is seeking a PMO - Financial Crime Compliance to support project managers in transformation projects. This job will be based in Singapore. About the PMO - Financial Crime Compliance Role: You will support the project managers in their Financial Crime Compliance transformation projects in Asia. Key Responsibilities:  Facilitate preparation of meeting materials and coordinating submissions from project teams for monthly Programme Steering Committees ensuring timeliness, accuracy and relevance of data Participate in the Project Steering Committees of major projects where applicable to ensure adequate oversight and provide coordination for data points from project teams Work closely with the Project Managers & Technology teams for project status updates, tracking risks and issues to closure Identify and assess project inter-dependencies (dependency type, profile, specifications and time-lines) to determine the critical path and control standards Maintain project documentation and ensure governance processes adhere to Group's Project Management & FCRMP practices and standards expected to pass Internal/external Audit Participate in Group Audit and external Monitor reviews, track issues to closure with action owners Document minutes of the meeting(s) clearly with crisp issue description, action owners and target dates Ensure financial forecasts are accurately maintained across the programme and constituent initiatives and tied back to the Programme Execution Document Manage vendor SOW‰Ûªs, invoices, accruals, time-sheet bookings; produce monthly and ad hoc analysis of programme financials ","To succeed in this PMO - Financial Crime Compliance role, you should have Financial Crime Compliance knowledge or experience in some capacity, exposure of any banking operations processes, risk frameworks, reconciliations or compliance functions with knowledge of Cash, Trade, Derivates, Finance, Risk, and Data Quality Management Frameworks and procedures. Key Requirements:  Excellent knowledge of PMO disciplines (planning, reporting, risk management, QA, document management, financials, resource management, stage controls, stakeholder management and governance) Experience in training and educating various stakeholders on procedures and guidelines Experience of projects for a regulated organisation with previous experience in a financial organisation advantageous Experience with tools like Clarity, SharePoint and the Bridge Measure Data workstream outcomes on initiatives/ programme post-implementation to evaluate benefits realisation Formal Project management certification ‰ÛÒ PMP or Prince II  This is a leading global bank that needs no introduction. If you are an experienced PMO keen to take on transformation projects, this is the role for you. Apply for this exciting opportunity today. Robert Walters (Singapore) Pte Ltd ROC No.: 199706961E | EA Licence No.: 03C5451 EA Registration No.: R1656338 Charmaine Tan"
83,A*STAR RESEARCH ENTITIES,Scientist (Smart Energy & Environment Cluster) I2R / A*STAR,South,Contract ...,Professional,Sciences / Laboratory / R&D,,"$4,500 ","$9,000 ",Monthly,/job/f525b190f46c14c2578192f9082ffbd7,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (Iå_R)  The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about Iå_R, please visit www.i2r.a-star.edu.sg Successful candidate will take on the following roles:  Design and development of Micro and Macro Control algorithms by leveraging advanced road-sensory and connected-vehicle technologies Algorithms design and optimization, performance evaluation, and implementation on traffic-controller platform  åÊ åÊ"," PhD in Computer Science, Control, Complex Systems, Computer Networking, Transportation Engineering, or related fields Minimum 3 years research and design experience in control and optimization of resilient complex control system Knowledge of control theory applied to transportation domain Knowledge of operations research theory and approaches Knowledge of queuing and network-flow theory Knowledge of machine learning applied to transportation domain Knowledge of traffic signal design, traffic flow modeling is an advantage Experience with discrete-event and/or microscopic simulation tools for transportation Proficient in C/C++ programming Independent, self motivated individual Team Player  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
84,A*STAR RESEARCH ENTITIES,Research Engineer (Smart Energy & Environment Cluster),Central,Temporary ...,Senior Executive,Information Technology,,"$2,500 ","$5,000 ",Monthly,/job/2e8619895a435839949d1fdb9ac3990d,17-Apr-18,17-May-18,"The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about Iå_R, please visit www.i2r.a-star.edu.sg As a member of the software platform R&D team, you will be responsible for the following:  Operation, management and performance of the platform hardware, software and related infrastructure Installation and deployment of databases & server operating systems Troubleshooting, optimisation, maintenance and monitoring of server and database systems in compliance with requirements Problem management, system administration, patch management, systems backup and recovery Effective management of IT suppliers and vendors to deliver solutions Provision of technical support for project proposals and grant applications  åÊ"," Minimum Bachelor Degree in Computer Science, Information Systems, or related STEM fields. Minimum 3 years of relevant experience in system administration for Linux-based environments, database administration, and database management. Expertise and hands-on experience in the following:   Database management and administration (eg: PostgreSQL , MongoDB System administration of servers (eg: Linux and other Unix Flavours) Familiarity with LAMP stack, virtualisation, storage and backup technology (SAN, NAS), network switches, routers,åÊLAN/WAN and infrastructure setup. Writing and debugging database queries and systems scripts. Database optimization and tuning, system monitoring, backup, recovery, troubleshooting, system and database security Management of host-based firewalls & LDAP servers.     Analytical thinker with strong problem-solving skills and the ability to multi-task åÊGood documentation and communication skills  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
85,A*STAR RESEARCH ENTITIES,GIS - Postdoctoral Fellow (Algorithms for Long Read Transcript Quantification),Central,Temporary ...,Senior Executive,Information Technology,Government support available,"$4,500 ","$9,000 ",Monthly,/job/5044caaa25ffc5a9afd5c9b82fd149f7,17-Apr-18,17-May-18,"åÊ Long read sequencing has the promise to overcome some of the key limitations of short read sequencing technologies. Amongst others, long read sequencing allows the quantification of full length transcripts and enables direct RNA sequencing without amplification. As the technology is still in an early phase, there are only few algorithms available to study long read transcriptomics data. The group of Jonathan GÌ_ke is searching for a postdoctoral fellow to develop algorithms for high throughput, long read transcriptomics data, and to lead a project on transcriptional diversity in cancer."," PhD in Bioinformatics, Computer Science, Statistics, Genomics, or a related discipline. Good understanding of probability and statistics, strong programming skills, and experience in one or more of the following areas: algorithms development, transcriptome analysis, single cell genomics, cancer genomics, machine learning. Publication record with a first author publication. Excellent academic grades and very good communication skills in written and spoken English.  åÊ For more information, please refer to attached link:åÊhttps://www.a-star.edu.sg/gis/Connect/Careers. åÊ The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. åÊ We regret that only shortlisted candidates will be notified. åÊ"
