,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
42,S&P GLOBAL ASIAN HOLDINGS PTE. LTD.,Data Solutions Manager,East,Contract,Junior Executive,Information Technology,,"$6,400 ","$11,000 ",Monthly,/job/f13065e46c495624336943731926edbd,16-Apr-18,16-May-18,"The Team: The Template team bring essential Platts data to life in Excel. Responsible for the primary client touchpoint to Platts data in the Platts Excel Add-In, the team understand how the commodities markets operate, the Platts Methodologies and the client need. Creating and maintaining a core suite of templates and Excel based solutions to meet client needs in the trading, pricing, compliance and risk arenas the team helps clients get real value out of Platts data including basic analytics. The team are always looking at opportunities to drive client involvement with data and explaining new and interesting ways to look at evolving market situations from all sides in transparent ways. Simply put, this team is the front line of data interaction and are truly essential to Platts continued evolution as we get closer to transactions. The Impact:ŒæThe role is commercially driven with client usage and financial metrics as clear goals. The impact of the role is global, with clients increasingly interacting with Platts data in new ways the role brings Platts closer to the client needs and into the processes where we can add value. This builds awareness, protects benchmarks and drives adoption of Platts prices. Whatäó»s in it for you:  Global Exposure: A significant part of the world market process, the role exposure to all market participants is unparalleled as you solve the client problems directly with them. Access to Platts knowledge: As Data Solutions Manager you have access to an unparalleled wealth of deep understanding throughout Platts including a requirement to interact with Editors on a 1:1 level. Critical acclaim: The outputs created support critical processes including; live environments on trading floors globally, compliance departments of the biggest commodity companies, and international sales and marketing events.  Responsibilities:  Clients with solved problems Business critical process continuation Raised Awareness about Platts, Market on Close, Platts Excel Add-In, Pricing Methodology Contribution to financial uptick in c. millions USD Blockbuster reusable template that sales can use easily and reliably Bug-free development Pre/post sales conversion Support marketing (IP week /APAC) ","What weäó»re looking for: From a competitive trading support background you thrive on developing strategic, complex and articulate solutions in Excel used to deliver rapid answers to live issues in the worlds commodities markets. To do this you lean on your:  Excellent understanding of Platts Pricing Methodology and the Market on Close Expert Excel experience, including testable autonomy of: Array Formulas, Named Ranges, Dynamic Real-time filtering, Power BI, 2010,2013,2016 lay up, etc. Stakeholder management at all levels and networking excellence (remote and face 2 face) Ability to understand bespoke trading concepts quickly (trading floor exposure a plus) Presentation skills to c-suite and demos to corporate directors Experience handling multiple projects and deadlines from multiple sources simultaneously  As an additional benefit you bring knowledge of:  API interactions (restful and MQ) exposure and experience Platts data use at client site  Kindly formally apply for the role online at our Careers Website at https://www.spglobal.com/careers where you can also learn more about our company and the benefits of working at S&P Global. S&P Global Platts At S&P Global Platts, we provide the insights; you make better informed trading and business decisions with confidence. Weäó»re the leading independent provider of information and benchmark prices for the commodities and energy markets. Customers in over 150 countries look to our expertise in news, pricing and analytics to deliver greater transparency and efficiency to markets. S&P Global Platts coverage includes oil and gas, power, petrochemicals, metals, agriculture and shipping. S&P Global Platts is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.platts.com. S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.Œæ"
43,ASPIRE GLOBAL NETWORK PTE. LTD.,Data Analyst,East,Contract,Junior Executive,Information Technology,,"$4,500 ","$7,500 ",Monthly,/job/c9d64d4e9899fca383978850b9893854,12-Apr-18,12-May-18,"A leader in the world of AdTech is looking for the next superstar in analytics, a Data Analyst to join their rapidly expanding APAC team in Singapore! What they need is someone with the necessary skills to turn data from the online platforms into strategic insights that will drive conversations with their clients and maximise campaign performance. Headquartered in San Francisco, this data-driven pioneer in online marketing has offices in North America, Europe and Asia-Pacific and works with an exciting array of advertisers and agencies! If you think you hit the mark and want a chance to join one of the most exciting company's in the AdTech space then this could be the perfect opportunity for you! The Role  Analyse and clean complex data sets from primary and secondary data sources and maintain all databases. Devise data insights that can be used to drive business decisions. Think out of the box and come up with unique solutions! Use tableau and other visualisation tools to develop dashboards and workbooks that can be used in front of clients. Communicate and present findings in a persuasive manner to internal and external stakeholders. In depth understanding of the Sales team's analytic needs and provide support when needed. Be the data expert! äóñ Stay up to date on industry trends and innovations. ","About You  Minimum 2 + yearsäó» experience in data analytics, preferably with a background in Digital Marketing or AdTech. Must haves äóñ SQL and Tableau skills. Passionate about data and have a strong analytical mindset. You will also have a keen eye for detail! An excellent communicator äóñ Be able to articulate and present insights and persuade your audience. A team player who is also able to work effectively independently and against deadlines. Bonus äóñ Knowledge and understanding of Programmatic.  Interested? Apply now! April Shepherd. EA License: 11C4388. Registration: R1436719."
44,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,Data Analyst,Central,Permanent,Executive,Banking and Finance,Government support available,"$3,600 ","$5,000 ",Monthly,/job/7b6f4b28540dd8e38e03e6752be71b44,11-Apr-18,11-May-18," Analysis of multiple data sets across websites, social media and traditional research and generating consumer insights Perform analysis on trends & assists with the creation of final outputs Perform a base-level of analysis on all data extracted (trends, themes, etc.) Global data sourcing identification; internally and externally Multi-data set integration methodologies Query building & data extraction äóñ social listening tools and internal business data and social media channels Use multiple internal data analysis and visualization tools to deliver analysis Deliver real-time analysis for brand campaigns / crises / always-on campaigns as required Dashboard and alert design as required Performs translations as required "," Fluent in Mandarin as candidate is required to communicate with Mandarin speaking users & analyze the China market and social trends 1-5 years experienced in market research, data analytics, business analyst or social listening Excellent communication skills Strong knowledge and capability in turning information into insights and find implication for business opportunity Has local country insight and be familiar with countryäó»s trend, micro and macro data Experience in manipulating and analyzing large datasets and have a strong skill in advanced excel Have experience in data gathering, data analytic or data visualization tools Python, R, Tableau, SQL Hadoop (or other big data tools) Experience in both qualitative and quantitative analysis Experience in corporate storytelling or the communication of complex information in a simplified way "
45,SINGAPORE TELECOMMUNICATIONS LIMITED,Data Scientist,Central,Permanent,Executive,Banking and Finance,Government support available,"$4,500 ","$9,000 ",Monthly,/job/9251f72bf1e3255829d2af8be105c479,10-Apr-18,10-May-18,"Singtel Group ConsumerŒæis seeking aŒæData ScientistŒæwho is passionate in delivering business impact through analytics. The ideal candidate should pride himself/herself as an intelligent and logical thinker, possess intense passion to pursue the impossible with data, and a business person at heart with an acute sense of change opportunities achievable with analytics Gain exclusive access to : Œæ Œæ Œæ - Rich data repositories in geo-spatial, social, multimedia, behavioural & lifestyles - Modern analytic technologies including big data, analytic appliances, realtime systems and GPU computing - Deep business domain knowledge to solve real-life analytics problems - End-to-end analytic solutioning exposure and responsibilities - Organization maturity for analytics up to top management - Opportunities to transform the business through analytics The necessary ingredients to develop analytic acumen and to propel your career as a data scientist. Œæ Œæ Œæ Singteläó»s Data ScientistsŒædevelop data science solutions focused on delivering competitive advantages, superior insights and/or operating efficiencies. They continuously create innovations in both analytic algorithms/methodologies and business improvements that translate to business impact. In the process, they are responsible for the end-to-end process of analytical solutioning, involving business engagement, conceptualization, technical specification, model development and operational deployment. Œæ Œæ Œæ  ","Skills and Experience:  At the very minimum, Master degree in a quantitative/mathematical discipline. Œæ  Telecommunication industry experience is preferred. Œæ  At least 5 years developing quantitative models and data analysis, with depth in a practice area within Operations Research and Applied Statistics/Mathematics domains. Œæ  Possess strong business foundation to apply data science methodologies to business problems Œæ  Knowledge and hands-on experience in applied mathematical/statistical algorithms, optimization methods and statistical modeling. You will be required to use these analytic techniques to solve business problems, educate stakeholders, and demonstrate analytics leadership. Œæ  Proven success in synthesizing data into actionable business insights Œæ  Excellent experience with data management and statistical languages / packages such as SAS, SAS Enterprise Miner, R & SQL Œæ  Excellent communication & presentation skills Œæ  Highly logical & systematic, team player, independent & fast learner "
46,NERA TELECOMMUNICATIONS LTD,Regional Product Manager - Data Security & Services,Central,Permanent,Senior Management,Advertising / Media  ...,Government support available,"$5,000 ","$6,000 ",Monthly,/job/88b32d75539eadeece60af18fcf2da76,29-Mar-18,28-Apr-18,"We are looking for a Regional Product Manager - Data Security & Services currently Summary of Scope  Operate as a member of the security consulting team Design and develop data security solutions deployment strategies, managed security services and integration into other network designs Identify and plan technology roadmap for future data security products and services Undertake to assist in the articulation and proposal of products and services in the customer-facing pre-sales role. Work with other executives to prioritize technology roadmap initiatives and spending based on appropriate risk management and/or financial methodology. Maintain relationships with eco-system partners and vendors. Work with external consultants as appropriate for independent technology review audits  Responsibilities  Apply security domain expertise to business problems Operate as the SME and the product owner of data security technologies and security managed services Be the go-to product champion and the expert with respect to competitive data security products and industry standards, trends and security best practices. Clearly document product and service requirements for both engineering, and delivery teams to build new SOC and threat detection capabilities. Define and prioritize and maintain data security product and services positioning Work closely with existing customers to refine data security product requirements. Enable direct and partner sales teams to effectively sell the products and services, including training, collateral, tools, demos and other select customer engagements. Mange selected products throughout the product lifecycle, gather and prioritize product requirements from customers, industry forums, relevant standards, and competitive analysis. Define and articulate the product vision, by working closely with engineering to deliver winning products. Collaborate with sales, services and marketing teams to effectively position and promote the product and assure that goals are met for revenue and customer satisfaction.  Œæ","Qualifications  Bacheloräó»s degree 3-5 yearsäó» experience as Product Manager managing data security products eg. Forcepoint, Gemalto, Lastline, TrendMicro, FireEye, etc. 5 yearsäó» experience in technology companies with exposure to security management products Excellent analysis, communications and teaming skills Ability to work hands-on with technology for feature analysis and product demonstration Desired: Hands on experience with SIEM products and SOC platforms Desired: Security automation and cyber defense solutions and frameworks such as OpenC2, NIST CSF, Integrated Adaptive Cyber Defense (IACD) Desired: Experience in managing data security products, eg. Data Loss Prevention, Data Encryption, Advanced Persistent Threat, Hardware Security Module, etc, Desired: Experience/Knowledge with one or more of the following:  Œæ Œæ Œæ Œæ Œæ- Cyber-Security solutions Œæ Œæ Œæ Œæ Œæ- Managed Security Services, Log Management, Vulnerability Research, SIEM Tools, etc. Œæ Œæ Œæ Œæ Œæ- Data Storage & search capabilities Œæ Œæ Œæ Œæ Œæ- Incident identification and management Œæ Œæ Œæ Œæ Œæ- Data Science / Big Data Œæ Œæ Œæ Œæ Œæ- Security compliance standards (i.e. HIPPA, PCI, SOX, GLBA, etc) Œæ Salary will commensurate with experience Please send an updated resume to alfred.lai@nera.net if you are interested in this position We will contact you if you are shortlisted for this position"
47,GRABTAXI HOLDINGS PTE. LTD.,data scientist,Central,Permanent,Senior Management,Advertising / Media  ...,,,,,/job/f616ae9230cd85e5bcbec511ec749f8c,28-Mar-18,27-Apr-18,"Get to know our Team: Œæ Grabäó»s Data Science Department works on some of the most challenging and fascinating problems in transport, logistics, economics, and the space around. We apply deep learning, geospatial data mining, simulation, forecasting, scheduling, optimization, and many other advanced techniques on our huge datasets to push our business metrics to their bounds, directly and indirectly. We foster a culture where we enjoy raising the bar constantly for ourselves and others, and that strongly supports the freedom to explore and innovate. Œæ Sample of problems the Data Science Department solve - Intelligent allocation, machine/deep learning - based predictions (all sorts!), Dynamic pricing, Supply/demand forecasting and positioning, Incentives and promotions optimization, Carpooling matching, Shuttle and on-demand bus routing and scheduling, Multi-modal transport, Geospatial data mining, etc. Œæ TheŒæMachine Learning team at Grab provides an opportunity to apply supervised as well as unsupervised learning on large scale data. We build algorithms and models to match passenger and driver, we predict time of arrival, we predict when a driver will churn (i.e. stop driving for Grab) etc. We explore models ranging from simple linear ones to ensembles to deep learning. If you enjoy predictions and algorithms, let's have a chat!  Get to know the Role:  Build, validate, test, and deploy machine learning models (e.g. predictive, forecasting, clustering) using proven and experimental techniques. Deploy an online learning model where applicable Define hypotheses, develop and execute necessary tests, experiments, and analyses to prove or disprove them Translate data speak to human speak by effectively conceptualizing analysis to team members and business stakeholders   The day-to-day activities:  Develop creative algorithms by employing machine learning, and data mining techniques Contribute to teamäó»s innovation and IP creation  Œæ  ","The must haves:  Ph.D. graduate, or Masters(with at least 3 years of experience), in Computer Science, Electrical/Computer Engineering , Operations Research or Mathematics/Statistics Understanding of machine learning, deep learning, data mining, algorithmic foundations of optimization Experience with machine learning framework (scikit-learn, Spark MLlib etc) Proficient in one or more of the following programming languages: Python, R, Scala. Experience inŒæbuildingŒæML modelsŒæat scale,Œæusing real-time big data pipelines on platforms such as Spark/MapReduce Familiar with noSQL, postGIS, stream processing and distributed computing platforms Self-motivated, independent learner, and willing to share knowledge with team members Detail-orientedŒæand efficient time manager in aŒædynamicŒæandŒædynamicŒæworking environment "
48,GUMI ASIA PTE. LTD.,Data Analyst,South,Contract,Executive,Information Technology,,"$2,500 ","$3,300 ",Monthly,/job/1296bebf05c2b4b6661e9796b5477cc8,27-Mar-18,26-Apr-18," Perform evaluations and problem investigation for Marketing Data Work within the Product Marketing department to identify data related problems and provide solutions Conduct research and collect data which will help in continual product development that meet department requirements Ensure high quality data are collected and integrity of the data Process data to develop reports specifically required by the department Analyse information using various statistical methods, trying to see patterns in data Create reports and presentations "," Minimum Diploma/ Degree in Statistics/Computer Science Minimum 2 year's experience in Data Management, Consolidation and Analysis Preferred High proficiency in Microsoft Excel is required Previous experiences with R and MySQL will be highly valued. Possess excellent problem solving, presentation, organizational and project management Good communication skill and interpersonal skill "
49,DBS BANK LTD.,"SVP, Data & Insights, Consumer Banking Group (180000ZQ)",South,Contract,Executive,Information Technology,Government support available,"$12,000 ","$24,000 ",Monthly,/job/00fa604f7d786a83d6699c7ace883b5d,23-Mar-18,22-Apr-18,"Business FunctionŒæ Œæ As we look to accelerate growth and profitability across CBG regionally, a dedicated business unit äóñ Digital Consumer Finance (Cards and Loans)Œæ - was recently formed within CBG to capture the significant and exciting opportunities in the consumer lending space. The immediate focus of the new business will be India and Indonesia äóñ two markets where we have launched digibank, and where we believe we have the biggest near-term upside potential. Tasked with building out a digital and data-led consumer finance business leveraging traditional & non-traditional data for underwriting, digital customer journeys, and partnerships and alliances with fintechs and other industry players, the team is looking to build up its bench strength across a number of key functions.Œæ Œæ Specifically, the Data & Insights role is focused on conceptualizing, shaping the direction and managing the processes in data science / model development projects. In addition, this role will serve as the primary interface between the data science teams and internal as well as external stakeholders.Œæ Œæ ResponsibilitiesŒæ Œæ  Drive and manage projects on lending models development e.g. define objectives, process, KPIs and supporting metrics based on business objectives and design direction Develop A|B and multivariate testing including scope, timeline, use cases, implementation, tracking and remedial actions Discern business meaning and insights from customer data analysis and translate them into actionable business plans Serve as the conduit between data scientists, IT architects, Business leaders, as well as potential external partners Develop relevant communication materials for both internal and external stakeholders Fair amount of travel within Asia region expected "," 10 äóñ 12 years relevant experience in Fintech / social media / financial services industryŒæ Demonstrated ability in problem-framing, problem-solving and project management of data analytics projects, and the ability to influence at the senior level Track record of partnering with business, data analytics and IT architecture teams to align commercial objectives, data strategy, data modeling and data architecture Experienced in applying advanced analytics models and big data to retail customer acquisition (in retail lending a plus) including setting up of A/B tests to validate ideas prior to full launch High level of comfort with working through complex data issues and in less structured settingsŒæ Excellent interpersonal, client-facing communication skills Good understanding of programming languages, and statistical and quantitative modelling (e.g. regression, classification, clustering, etc) Experience in consumer lending / ecommerce / payments a plus "
50,DBS BANK LTD.,"VP, Data & Insights, Consumer Banking Group (180000ZQ)",Central,Permanent,Manager,Professional Services ...,Government support available,"$10,400 ","$18,700 ",Monthly,/job/79ad4f8a81d884a821b199aff439ab6e,23-Mar-18,22-Apr-18,"Business FunctionŒæ Œæ As we look to accelerate growth and profitability across CBG regionally, a dedicated business unit äóñ Digital Consumer Finance (Cards and Loans)Œæ - was recently formed within CBG to capture the significant and exciting opportunities in the consumer lending space. The immediate focus of the new business will be India and Indonesia äóñ two markets where we have launched digibank, and where we believe we have the biggest near-term upside potential. Tasked with building out a digital and data-led consumer finance business leveraging traditional & non-traditional data for underwriting, digital customer journeys, and partnerships and alliances with fintechs and other industry players, the team is looking to build up its bench strength across a number of key functions.Œæ Œæ Specifically, the Data & Insights role is focused on conceptualizing, shaping the direction and managing the processes in data science / model development projects. In addition, this role will serve as the primary interface between the data science teams and internal as well as external stakeholders.Œæ Œæ ResponsibilitiesŒæ Œæ  Drive and manage projects on lending models development e.g. define objectives, process, KPIs and supporting metrics based on business objectives and design direction Develop A|B and multivariate testing including scope, timeline, use cases, implementation, tracking and remedial actions Discern business meaning and insights from customer data analysis and translate them into actionable business plans Serve as the conduit between data scientists, IT architects, Business leaders, as well as potential external partners Develop relevant communication materials for both internal and external stakeholders Fair amount of travel within Asia region expected "," 10 äóñ 12 years relevant experience in Fintech / social media / financial services industryŒæ Demonstrated ability in problem-framing, problem-solving and project management of data analytics projects, and the ability to influence at the senior level Track record of partnering with business, data analytics and IT architecture teams to align commercial objectives, data strategy, data modeling and data architecture Experienced in applying advanced analytics models and big data to retail customer acquisition (in retail lending a plus) including setting up of A/B tests to validate ideas prior to full launch High level of comfort with working through complex data issues and in less structured settingsŒæ Excellent interpersonal, client-facing communication skills Good understanding of programming languages, and statistical and quantitative modelling (e.g. regression, classification, clustering, etc) Experience in consumer lending / ecommerce / payments a plus "
51,A*STAR RESEARCH ENTITIES,Senior Research Engineer (Data Analytics / Deep Learning) /  I2R,Central,Permanent,Manager,Professional Services ...,,"$5,700 ","$11,400 ",Monthly,/job/76d25adee3931a053f6268c3c045874c,19-Apr-18,19-May-18,"About the Institute for Infocomm Research (IŒ_R) The Institute for Infocomm Research (IŒ_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singaporeäó»s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The project focuses on development of machine learning and/or deep learning for predictive analytics using time-series data. Successful candidate will have the opportunity to work on real-world data from industrial partners in advanced manufacturing and engineering applications. Typical applications include but not limited to aircraft Quick Access Recorder data, data from smart manufacturing environments, IIoT etc. Successful candidate will also gain exposure in pre-project discussion and grant proposal writing with industrial partners and/or public sector entities. Œæ Œæ"," Master in computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one or more of the following areas: data mining, data management, machine learning, Deep learning, time series data analysis and/or predictive analytics MinimumŒæ5 years of relevant experience Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideas Good knowledge on database management, data analysis, feature engineering and preprocessing of time series data Proficient in Python, R, C++ or Java Good team player with both research and engineering ethics Good interpersonal and communication skills  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
52,A*STAR RESEARCH ENTITIES,Scientist (Data Analytics / Deep Learning) /  I2R,North,Permanent,Middle Management,Consulting  ...,,"$4,500 ","$9,000 ",Monthly,/job/e1ccd1d8a16a9d1c28622610512ad10f,19-Apr-18,19-May-18,"About the Institute for Infocomm Research (IŒ_R) The Institute for Infocomm Research (IŒ_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singaporeäó»s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The project focuses on development of machine learning and/or deep learning for predictive analytics using time-series data. Successful candidate will have the opportunity to work on real-world data from industrial partners in advanced manufacturing and engineering applications. Typical applications include but not limited to aircraft Quick Access Recorder data, data from smart manufacturing environments, IIoT etc. Successful candidate will also gain exposure in pre-project discussion and grant proposal writing with industrial partners and/or public sector entities. Œæ"," Ph.D. in the field of computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one or more of the following areas: data mining, data management, machine learning, Deep learning, time series data analysis and/or predictive analytics Minimum 4 years of relevant experience Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideas Good knowledge on data analytics/machine learning/data mining, and experiences in solving real-world data science problems Good publication record in leading machine learning conferences and journals Proficient in Python, R, C++ or Java Good team player with both research and engineering ethics Good interpersonal and communication skills  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
53,ITCONNECTUS PTE. LTD.,"Data Analyst, Machine Learning",North,Permanent,Middle Management,Consulting  ...,Government support available,"$5,000 ","$8,000 ",Monthly,/job/73cefaf0031f9f67574654fda7180b08,18-Apr-18,18-May-18,"Job Duties & responsibilities (List the principal duties. Use concise statements that provide a clear understanding of the level of responsibility, complexity, creativity and analysis performed in this position).  Develop data model that are meaningful and impactful on a critical market data application. Interpret data and analyses data with SQL, R, Octave, Python. Build up analytic dashboard with QlikSense, Power BI, R Shinny.  Professional QualificationŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæŒæŒæŒæŒæŒæ (please specify) ŒæŒæŒæŒæŒæ  A Bacheloräó»s degree in Data Scientist or Computer Science (or equivalent experience) 5 äóñ 10 years of data analytics exposure Have experience in applying machine learning models Able to perform unix / linux scripting. Writing of documents that clearly explain how algorithms should be implemented, verified and validated. ","Must-have:  Strong hands-on experience in Python, R, or Octave Good knowledge in mathematic modelling, statistics, probabilities. Understanding on Machine Learning technics, ARIMA, Neural Network, Linear regression Experience in UI presentation, QlikSense, Power BI, or R Shiny. Strong knowledge in SQL (Oracle, MySQL, MariaDB) Familiar with Linux operation system "
54,TELEKOMUNIKASI INDONESIA INTERNATIONAL PTE. LTD.,"Senior Sales Manager, Data Center",Central,Permanent,Professional,Information Technology,Government support available,,,,/job/cca1056539170b10fed733308b1866b7,18-Apr-18,18-May-18,"Responsibilities äó¢ Support the region and pursue sales opportunities to attract customers for the data center collocation environment and product offerings. äó¢ Calling on established clients and prospecting for new accounts among high-potential Mission Critical Data Center end-users. äó¢ Prepare proposals, presentations, and briefings. äó¢ Establish positive relationships with existing business partners in hopes to generate additional business. äó¢ Penetrate Industry verticals to establish new business leads äó¢ Pre marketing sales of Data Centre spaceŒæ for overseas customers äó¢ Data Centre solutions and related products development äó¢ Prepare marketing and products brochures, both on-line and print äó¢ Develop process, systems and procedures to enable Data Centre Service launch äó¢ Marketing/Sales strategy and planning to achieve Data Centre sales and meet KPIs  ","Requirements äó¢ Bachelor Degree in any disciplines, preferably in computer science, IT, Telecommunication, Electronics and Electrical Engineering äó¢ 5-10 yrs of relevant Data Center Sales Experience   Attributes of Candidate äó¢ Knowledge of Data Center Co-Location / Real Estate Colocation / Co-location Experience äó¢ Business Contacts/ Rolodex with End Users - Data Center / IT Executives: - CIO, CTO, VP of IT, Director of Facilities, Facilities Managers, etc. äó¢ Experience selling products or services to the data center colocation market or selling colocation services to the Government and Private sectorŒæ äó¢ Belong to local professional organizations ( Datacenter Dynamics , Uptime , etc) äó¢ Must be a team player and be able to build long-term cooperative partner relationships with internal and external individuals who are part of the business development process. äó¢ Strong organizational skills and the ability to prioritizeŒæ äó¢ Must be able to demonstrate a sustained track record of business development accomplishments as related to new business opportunities  "
55,SINGAPORE TELECOMMUNICATIONS LIMITED,"Associate Engineer, Data Centre Operations",Central,Permanent,Professional,Information Technology,,"$2,300 ","$3,700 ",Monthly,/job/21641e188f30f06c569b8df7df9902f2,17-Apr-18,17-May-18,"As part of GIO Data Centre Operations team, this role is key in ensuring critical facilities within GIO managed data centres are well maintained. The candidate will provide support in routine facility inspections, assist in space allocation and perform minor infrastructure upgrades/tasks Œæ Responsibilities:  Plan and coordinate activities pertaining to space/power provisioning and cabling, leading to the timely turn-on of customers hosting deployments including quality audits. Liaise with 3rd party suppliers for operational, maintenance and project requirements. Responsible for routine inspections and maintenance of critical infrastructure within the Data Centre. Assist and engage in Data Centre capacity management activities. Collate and prepare monthly reports on Data Centre capacity and environmental statistics Tracking of work requests, interface with internal and external organizations, i.e. Vendors, Property Group, Infrastructure Operations, to ensure that all parts of the job are completed. Maintain, update and review data centre operational documentation. Perform minor infrastructure upgrades/repairs/cable patching activities as required.  Œæ Œæ","Requirement:  Diploma in Electrical Engineering / NTC in Electrical Engineering Minimum 1 ~ 2 years ofŒæ experience in Data Center environment or in M&E Engineering Good understanding of electrical systems especially UPS and CRAC units, fire suppression, CCTV. General understanding of structured cabling and rack management in relation to Data Centre operation. Available in 24x7 environment with on-call responsibilities. Familiar and comfortable using Microsoft products such as MS Word, Excel, Powerpoint, Visio Hands-on experience maintaining/troubleshooting data centre critical facilities   Able to communicate professionally in both written and verbal responses. Good analytical and problem solving skills Ability to reach out and work with other support groups within the organization.  Good To have:  Good understanding of structured cabling and rack management in relation to data centre operation. General understanding of data centre critical infrastructure such as UPS, CRAC, CCTV, card access system. Able to communicate professionally in both written and verbal responses. Good analytical and problem solving skills Ability to reach out and work with other support groups within the organization. "
56,ADECCO PERSONNEL PTE LTD,Senior Data Analyst,South,Full Time,Junior Executive,Others,Government support available,"$5,000 ","$8,000 ",Monthly,/job/c7f0d73648cc16e5a2c202783054e1e2,16-Apr-18,16-May-18," Work closely with Global teams and other technology partners to meet the project requirements Able to work effectively in a team and on any Ad-hoc duties as assigned Responsible for providing technical/functional solutions Good understanding of Data modeling Analyzing huge volumes of data and bifurcating into various flavors and produce metrics for the senior management Develop Oracle PL/SQL queries to apply data patches and fix data issues in the application Perform SQL tuning of queries and optimize reports and data retrieval response times, especially for huge volume of data Able to shift gears and to support multiple activities in parallel based on Business priorities Manage delivery of projects through complete SDLC life cycle Participate in and provide SME support for SIT/UAT testing and Production checkouts Clearly articulate the problem statement & resolution in both functional and technical terms Adopt and build process to manage the quality of the deliverables "," Bacheloräó»s degree in Computer Science/ Engineering or equivalent A minimum of 5 to 7 yearsäó» experience working as a Data Analyst & PL/SQL Developer Strong financial domain background Strong in Oracle database design, Oracle PL/SQL, and Oracle performance turning Expertise in Data Mapping, Data Analysis and Oracle SQL development Experience with ETL tools is a plus Strong analytical and problem solving abilities Good communication skills Ability to work as a team player as well as an independent performer Ability to work on multiple tasks concurrently  Next Step Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted Wai Yun Wen EA License No: 91C2918 Personnel Registration Number: R1330726"
57,COMTEL SOLUTIONS PTE LTD,"Data Analyst(Teradata,FSLDM)",South,Full Time,Junior Executive,Others,Government support available,"$5,000 ","$7,500 ",Monthly,/job/6f8c82b90e73560607932bc1ed205030,16-Apr-18,16-May-18,"äó¢ Analyst with extensive experience of working on business analysis and data mapping (Source to Target Mapping) äó¢ Co-ordinate with business users to understand & gather the requirements and document the requirementsŒæ äó¢ Understanding of data warehouse fundamentals a plus. äó¢ Performs data gap analysis and drives the data requirements clarification with source systems. äó¢ Have worked on any of the Data models äóñ Banking / Finance data model is a plus. äó¢ Self-driven, enthusiastic, quick learner and have a problem solving attitude with strong analytical skills and attention to details. äó¢ Strong communication skills with demonstrated ability to write formal documents like mapping document, functional specifications.", At least 3+ years of banking projects experience and must have very good understanding of banking / Finance / Insurance domain knowledge. Hands on experience on SQLäó»s -Teradata SQL is a must. Experience of data mapping on FSLDM is Must.  Interested applicants are invited to apply by clicking upon the link below or by email to recruit@comtel-solutions.com
58,BLESSED AGAPE CONNECTIONS PTE. LTD.,Data Center Colocation & Managed Services Sales Manager,Central,Full Time,Senior Management,Banking and Finance,Government support available,"$6,000 ","$10,000 ",Monthly,/job/f8566da0c5db0a79b672c35c3ac7cf8e,13-Apr-18,13-May-18," Support the region and pursue sales opportunities to attract customers for the data center colocation environment and product offerings. Calling on established clients and prospecting for new accounts among high-potential Mission Critical Data Center end-users. Prepare proposals, presentations, and briefings. Establish positive relationships with existing business partners in hopes to generate additional business. Penetrate Industry verticals to establish new business leads Pre marketing sales of Data Centre spaceŒæ for overseas customers Data Centre solutions and related products development Prepare marketing and products brochures, both on-line and print Develop process, systems and procedures to enable Data Centre Service launch Marketing/Sales strategy and planning to achieve Data Centre sales and meet KPIs Close Deals "," Bachelor Degree in any disciplines, preferably in computer science, IT, Telecommunication, Electronics and Electrical Engineering 5-10 yrs of relevant Data Center Sales Experience "
